***************************************** BIN PACKING SOLUTION *****************************************
Parameters: alpha_1=0.5 alpha_2=0.5 t=0.2 s=1
-------------------------------------------------------------------------------------------------------------------------------------------------
INSTANCE 	 # OF BINS 	 SCHEDULING OBJECTIVE 	 BEST OBJECTIVE 	 RUNNING TIME
-------------------------------------------------------------------------------------------------------------------------------------------------
BPP_new_20_1000_1.C	13	4.000	8.500	0.010
BPP_new_20_1000_1.C	13	4.000	8.500	0.011
BPP_new_20_1000_1.C	13	4.000	8.500	0.012
BPP_new_20_1000_1.C	13	4.000	8.500	0.011
BPP_new_20_1000_1.C	13	4.000	8.500	0.011
BPP_new_20_1000_1.C	13	4.000	8.500	0.012
BPP_new_20_1000_1.C	13	4.000	8.500	0.011
BPP_new_20_1000_1.C	13	4.000	8.500	0.011
BPP_new_20_1000_1.C	13	4.000	8.500	0.011
BPP_new_20_1000_1.C	13	4.000	8.500	0.011
BPP_new_20_1000_10.C	9	1.000	5.000	0.010
BPP_new_20_1000_10.C	9	1.000	5.000	0.010
BPP_new_20_1000_10.C	9	1.000	5.000	0.010
BPP_new_20_1000_10.C	9	1.000	5.000	0.010
BPP_new_20_1000_10.C	9	1.000	5.000	0.009
BPP_new_20_1000_10.C	9	1.000	5.000	0.010
BPP_new_20_1000_10.C	9	1.000	5.000	0.010
BPP_new_20_1000_10.C	9	1.000	5.000	0.009
BPP_new_20_1000_10.C	9	1.000	5.000	0.009
BPP_new_20_1000_10.C	9	1.000	5.000	0.010
BPP_new_20_1000_2.C	10	3.800	6.900	0.011
BPP_new_20_1000_2.C	10	3.800	6.900	0.011
BPP_new_20_1000_2.C	10	4.200	7.100	0.011
BPP_new_20_1000_2.C	10	3.800	6.900	0.012
BPP_new_20_1000_2.C	10	3.800	6.900	0.011
BPP_new_20_1000_2.C	11	3.000	7.000	0.011
BPP_new_20_1000_2.C	10	3.400	6.700	0.011
BPP_new_20_1000_2.C	10	3.600	6.800	0.011
BPP_new_20_1000_2.C	10	3.800	6.900	0.011
BPP_new_20_1000_2.C	10	3.400	6.700	0.011
BPP_new_20_1000_3.C	13	5.000	9.000	0.012
BPP_new_20_1000_3.C	13	5.000	9.000	0.011
BPP_new_20_1000_3.C	13	5.000	9.000	0.011
BPP_new_20_1000_3.C	13	5.000	9.000	0.012
BPP_new_20_1000_3.C	13	5.000	9.000	0.011
BPP_new_20_1000_3.C	13	5.000	9.000	0.011
BPP_new_20_1000_3.C	13	5.000	9.000	0.011
BPP_new_20_1000_3.C	13	5.000	9.000	0.011
BPP_new_20_1000_3.C	13	5.000	9.000	0.011
BPP_new_20_1000_3.C	13	5.000	9.000	0.012
BPP_new_20_1000_4.C	8	2.400	5.200	0.010
BPP_new_20_1000_4.C	8	2.400	5.200	0.009
BPP_new_20_1000_4.C	8	2.400	5.200	0.009
BPP_new_20_1000_4.C	8	2.400	5.200	0.009
BPP_new_20_1000_4.C	8	2.400	5.200	0.009
BPP_new_20_1000_4.C	8	2.400	5.200	0.009
BPP_new_20_1000_4.C	8	2.400	5.200	0.009
BPP_new_20_1000_4.C	8	2.400	5.200	0.009
BPP_new_20_1000_4.C	8	2.400	5.200	0.009
BPP_new_20_1000_4.C	8	2.400	5.200	0.009
BPP_new_20_1000_5.C	10	1.800	5.900	0.011
BPP_new_20_1000_5.C	10	1.800	5.900	0.011
BPP_new_20_1000_5.C	10	1.800	5.900	0.011
