***************************************** BIN PACKING SOLUTION *****************************************
Parameters: alpha_1=0.5 alpha_2=0.5 t=0.2 s=1
-------------------------------------------------------------------------------------------------------------------------------------------------
INSTANCE 	 # OF BINS 	 SCHEDULING OBJECTIVE 	 BEST OBJECTIVE 	 RUNNING TIME
BPP_new_20_300_5.C	9	3.000	6.000	0.000
BPP_new_20_300_6.C	10	3.000	6.500	0.000
BPP_new_20_300_7.C	12	2.800	7.400	0.000
BPP_new_20_300_8.C	9	2.000	5.500	0.000
BPP_new_20_300_9.C	10	2.600	6.300	0.000
BPP_new_20_400_1.C	11	3.400	7.200	0.000
BPP_new_20_400_10.C	11	2.400	6.700	0.000
BPP_new_20_400_2.C	12	3.000	7.500	0.000
BPP_new_20_400_3.C	9	1.800	5.400	0.000
BPP_new_20_400_4.C	9	2.800	5.900	0.000
BPP_new_20_400_5.C	11	3.800	7.400	0.000
BPP_new_20_400_6.C	10	3.800	6.900	0.000
BPP_new_20_400_7.C	9	1.000	5.000	0.000
BPP_new_20_400_8.C	12	4.800	8.400	0.000
BPP_new_20_400_9.C	10	4.600	7.300	0.000
BPP_new_20_500_1.C	9	1.000	5.000	0.000
BPP_new_20_500_10.C	8	1.800	4.900	0.000
BPP_new_20_500_2.C	10	2.000	6.000	0.000
BPP_new_20_500_3.C	11	5.000	8.000	0.000
BPP_new_20_500_4.C	12	2.600	7.300	0.000
BPP_new_20_500_5.C	9	1.000	5.000	0.000
BPP_new_20_500_6.C	11	2.000	6.500	0.000
BPP_new_20_500_7.C	13	2.800	7.900	0.000
BPP_new_20_500_8.C	13	3.000	8.000	0.000
BPP_new_20_500_9.C	11	2.400	6.700	0.000
BPP_new_20_50_1.C	13	2.800	7.900	0.000
BPP_new_20_50_10.C	13	3.000	8.000	0.000
BPP_new_20_50_2.C	10	2.200	6.100	0.000
BPP_new_20_50_3.C	9	3.600	6.300	0.000
BPP_new_20_50_4.C	15	4.400	9.700	0.000
BPP_new_20_50_5.C	9	2.000	5.500	0.000
BPP_new_20_50_6.C	10	3.600	6.800	0.000
BPP_new_20_50_7.C	12	3.800	7.900	0.000
BPP_new_20_50_8.C	12	1.000	6.500	0.000
BPP_new_20_50_9.C	9	3.200	6.100	0.000
BPP_new_20_750_1.C	10	2.800	6.400	0.000
BPP_new_20_750_10.C	12	6.000	9.000	0.000
BPP_new_20_750_2.C	9	1.800	5.400	0.000
BPP_new_20_750_3.C	10	1.000	5.500	0.000
BPP_new_20_750_4.C	9	2.000	5.500	0.000
BPP_new_20_750_5.C	12	4.600	8.300	0.000
BPP_new_20_750_6.C	11	1.000	6.000	0.000
BPP_new_20_750_7.C	12	2.200	7.100	0.000
BPP_new_20_750_8.C	10	1.200	5.600	0.000
BPP_new_20_750_9.C	11	3.800	7.400	0.000
BPP_new_20_75_1.C	12	2.000	7.000	0.000
BPP_new_20_75_10.C	9	5.800	7.400	0.000
BPP_new_20_75_2.C	12	3.000	7.500	0.000
BPP_new_20_75_3.C	11	3.600	7.300	0.000
BPP_new_20_75_4.C	11	4.000	7.500	0.000
BPP_new_20_75_5.C	11	6.200	8.600	0.000
BPP_new_20_75_6.C	7	2.800	4.900	0.000
BPP_new_20_75_7.C	9	2.000	5.500	0.000
BPP_new_20_75_8.C	8	3.000	5.500	0.000
BPP_new_20_75_9.C	12	5.200	8.600	0.000
HBPP_02015007_09180.C	10	1.000	5.500	0.000
HBPP_04000107_06970.C	18	4.200	11.100	0.000
HBPP_04005007_06120.C	17	3.400	10.200	0.000
HBPP_04005009_03610.C	22	4.600	13.300	0.000
HBPP_06000106_07820.C	22	3.800	12.900	0.001
HBPP_06000110_01950.C	29	4.200	16.600	0.001
HBPP_06005007_00330.C	25	3.600	14.300	0.001
HBPP_06005007_03820.C	23	2.600	12.800	0.000
HBPP_06005008_07550.C	25	4.000	14.500	0.001
HBPP_06015006_00670.C	28	4.000	16.000	0.001
HBPP_06015009_04030.C	32	5.800	18.900	0.002
HBPP_06015010_07710.C	36	4.000	20.000	0.001
HBPP_06025005_06390.C	26	6.400	16.200	0.001
HBPP_08000107_06240.C	30	6.800	18.400	0.011
HBPP_08005006_08620.C	29	6.400	17.700	0.001
HBPP_08005007_03940.C	32	6.400	19.200	0.001
HBPP_10000107_05080.C	40	7.200	23.600	0.002
HBPP_10000107_07330.C	38	4.800	21.400	0.002
HBPP_10000108_02570.C	44	7.800	25.900	0.004
HBPP_10015007_04640.C	49	6.600	27.800	0.003
HBPP_12000107_08940.C	49	7.600	28.300	0.004
HBPP_12000108_00350.C	48	4.200	26.100	0.004
HBPP_12000109_09170.C	62	6.200	34.100	0.004
HBPP_12000110_06550.C	67	8.800	37.900	0.004
HBPP_12005007_01380.C	58	8.000	33.000	0.007
HBPP_12005007_01800.C	48	6.800	27.400	0.003
HBPP_12005007_03240.C	47	5.200	26.100	0.015
HBPP_12005008_04500.C	61	9.200	35.100	0.005
HBPP_12015007_01650.C	58	7.800	32.900	0.003
HBPP_12015009_07400.C	66	10.000	38.000	0.004
HBPP_14005010_04470.C	86	13.600	49.800	0.008
HBPP_14015007_01210.C	69	8.800	38.900	0.014
HBPP_14015008_03730.C	71	8.800	39.900	0.012
HBPP_16000107_00140.C	68	16.800	42.400	0.065
HBPP_16000108_01490.C	74	14.400	44.200	0.026
HBPP_16000110_02790.C	91	18.200	54.600	0.015
HBPP_16005009_00010.C	84	15.200	49.600	0.012
HBPP_16005009_01610.C	87	13.800	50.400	0.041
HBPP_16015007_02060.C	81	12.400	46.700	0.016
HBPP_16015009_09810.C	92	15.400	53.700	0.026
HBPP_18000108_03590.C	86	11.200	48.600	0.017
HBPP_18000108_07160.C	84	11.800	47.900	0.016
HBPP_18000110_04390.C	94	9.800	51.900	0.047
HBPP_18015008_08210.C	97	19.200	58.100	0.029
HBPP_18015010_06050.C	114	13.400	63.700	0.060
HBPP_20000107_01190.C	84	8.000	46.000	0.019
HBPP_20000108_00250.C	85	15.800	50.400	0.019
HBPP_20000108_01750.C	96	17.000	56.500	0.015
HBPP_20005008_01240.C	94	13.600	53.800	0.097
HBPP_20005009_02000.C	105	15.200	60.100	0.024
HBPP_20005010_09530.C	112	12.200	62.100	0.018
HBPP_20015007_06370.C	91	11.400	51.200	0.013
HBPP_20015009_02720.C	121	20.600	70.800	0.035
BPP_100_1000_0.1_0.8_0.C	51	1.200	26.100	0.009
BPP_100_1000_0.1_0.8_1.C	50	1.800	25.900	0.006
BPP_100_1000_0.1_0.8_2.C	48	3.200	25.600	0.013
BPP_100_1000_0.1_0.8_3.C	48	1.600	24.800	0.009
BPP_100_1000_0.1_0.8_4.C	49	1.200	25.100	0.011
BPP_100_1000_0.1_0.8_5.C	50	7.200	28.600	0.007
BPP_100_1000_0.1_0.8_6.C	49	3.200	26.100	0.010
BPP_100_1000_0.1_0.8_7.C	50	2.800	26.400	0.014
BPP_100_1000_0.1_0.8_8.C	57	2.600	29.800	0.006
BPP_100_1000_0.1_0.8_9.C	47	2.600	24.800	0.018
BPP_100_100_0.1_0.8_0.C	51	4.200	27.600	0.010
BPP_100_100_0.1_0.8_1.C	51	2.800	26.900	0.023
BPP_100_100_0.1_0.8_2.C	47	5.200	26.100	0.009
BPP_100_100_0.1_0.8_3.C	53	4.600	28.800	0.018
BPP_100_100_0.1_0.8_4.C	60	1.200	30.600	0.004
BPP_100_100_0.1_0.8_5.C	54	2.000	28.000	0.016
BPP_100_100_0.1_0.8_6.C	49	1.200	25.100	0.015
BPP_100_100_0.1_0.8_7.C	53	0.800	26.900	0.006
BPP_100_100_0.1_0.8_8.C	48	0.800	24.400	0.022
BPP_100_100_0.1_0.8_9.C	51	1.000	26.000	0.015
BPP_100_120_0.1_0.8_0.C	48	6.200	27.100	0.010
BPP_100_120_0.1_0.8_1.C	50	7.000	28.500	0.003
BPP_100_120_0.1_0.8_2.C	49	1.200	25.100	0.002
BPP_100_120_0.1_0.8_3.C	56	0.600	28.300	0.005
BPP_100_120_0.1_0.8_4.C	53	1.000	27.000	0.009
BPP_100_120_0.1_0.8_5.C	48	5.800	26.900	0.008
BPP_100_120_0.1_0.8_6.C	49	5.800	27.400	0.004
BPP_100_120_0.1_0.8_7.C	58	2.600	30.300	0.004
BPP_100_120_0.1_0.8_8.C	47	3.400	25.200	0.005
BPP_100_120_0.1_0.8_9.C	49	1.600	25.300	0.011
BPP_100_125_0.1_0.8_0.C	53	9.400	31.200	0.008
BPP_100_125_0.1_0.8_1.C	51	11.000	31.000	0.002
BPP_100_125_0.1_0.8_2.C	52	1.400	26.700	0.010
BPP_100_125_0.1_0.8_3.C	49	0.600	24.800	0.022
BPP_100_125_0.1_0.8_4.C	53	4.200	28.600	0.004
BPP_100_125_0.1_0.8_5.C	49	4.400	26.700	0.002
BPP_100_125_0.1_0.8_6.C	55	3.600	29.300	0.006
BPP_100_125_0.1_0.8_7.C	56	6.600	31.300	0.009
BPP_100_125_0.1_0.8_8.C	47	3.400	25.200	0.007
BPP_100_125_0.1_0.8_9.C	50	2.400	26.200	0.006
BPP_100_150_0.1_0.8_0.C	59	3.000	31.000	0.003
BPP_100_150_0.1_0.8_1.C	52	4.000	28.000	0.009
BPP_100_150_0.1_0.8_2.C	47	5.400	26.200	0.009
BPP_100_150_0.1_0.8_3.C	47	2.800	24.900	0.009
BPP_100_150_0.1_0.8_4.C	55	2.400	28.700	0.023
BPP_100_150_0.1_0.8_5.C	51	3.200	27.100	0.012
BPP_100_150_0.1_0.8_6.C	50	1.400	25.700	0.011
BPP_100_150_0.1_0.8_7.C	51	1.200	26.100	0.018
BPP_100_150_0.1_0.8_8.C	52	2.000	27.000	0.012
BPP_100_150_0.1_0.8_9.C	50	3.200	26.600	0.005
BPP_100_200_0.1_0.8_0.C	51	4.800	27.900	0.012
BPP_100_200_0.1_0.8_1.C	54	6.600	30.300	0.004
BPP_100_200_0.1_0.8_2.C	51	2.800	26.900	0.009
BPP_100_200_0.1_0.8_3.C	50	3.000	26.500	0.016
BPP_100_200_0.1_0.8_4.C	53	3.000	28.000	0.018
BPP_100_200_0.1_0.8_5.C	56	6.400	31.200	0.009
BPP_100_200_0.1_0.8_6.C	56	4.600	30.300	0.012
BPP_100_200_0.1_0.8_7.C	50	5.000	27.500	0.008
BPP_100_200_0.1_0.8_8.C	56	3.600	29.800	0.009
BPP_100_200_0.1_0.8_9.C	61	4.400	32.700	0.005
BPP_100_300_0.1_0.8_0.C	50	3.200	26.600	0.020
BPP_100_300_0.1_0.8_1.C	48	4.800	26.400	0.002
BPP_100_300_0.1_0.8_2.C	52	7.800	29.900	0.003
BPP_100_300_0.1_0.8_3.C	52	8.000	30.000	0.020
BPP_100_300_0.1_0.8_4.C	48	4.200	26.100	0.009
BPP_100_300_0.1_0.8_5.C	56	3.000	29.500	0.004
BPP_100_300_0.1_0.8_6.C	47	1.800	24.400	0.020
BPP_100_300_0.1_0.8_7.C	54	5.400	29.700	0.004
BPP_100_300_0.1_0.8_8.C	51	1.600	26.300	0.008
BPP_100_300_0.1_0.8_9.C	52	0.600	26.300	0.022
BPP_100_400_0.1_0.8_0.C	49	3.200	26.100	0.014
BPP_100_400_0.1_0.8_1.C	49	3.200	26.100	0.011
BPP_100_400_0.1_0.8_2.C	52	2.800	27.400	0.005
BPP_100_400_0.1_0.8_3.C	52	2.600	27.300	0.019
BPP_100_400_0.1_0.8_4.C	51	3.000	27.000	0.012
BPP_100_400_0.1_0.8_5.C	50	1.400	25.700	0.026
BPP_100_400_0.1_0.8_6.C	53	1.200	27.100	0.015
BPP_100_400_0.1_0.8_7.C	51	1.600	26.300	0.015
BPP_100_400_0.1_0.8_8.C	53	5.800	29.400	0.008
BPP_100_400_0.1_0.8_9.C	53	3.600	28.300	0.012
BPP_100_500_0.1_0.8_0.C	47	5.400	26.200	0.009
BPP_100_500_0.1_0.8_1.C	53	3.400	28.200	0.006
BPP_100_500_0.1_0.8_2.C	51	2.200	26.600	0.009
BPP_100_500_0.1_0.8_3.C	52	12.600	32.300	0.022
BPP_100_500_0.1_0.8_4.C	52	7.800	29.900	0.011
BPP_100_500_0.1_0.8_5.C	57	2.000	29.500	0.006
BPP_100_500_0.1_0.8_6.C	55	3.800	29.400	0.003
BPP_100_500_0.1_0.8_7.C	54	3.400	28.700	0.010
BPP_100_500_0.1_0.8_8.C	52	4.200	28.100	0.008
BPP_100_500_0.1_0.8_9.C	50	3.800	26.900	0.014
BPP_100_50_0.1_0.8_0.C	48	2.000	25.000	0.011
BPP_100_50_0.1_0.8_1.C	47	6.000	26.500	0.008
BPP_100_50_0.1_0.8_2.C	54	5.000	29.500	0.013
BPP_100_50_0.1_0.8_3.C	50	4.600	27.300	0.013
BPP_100_50_0.1_0.8_4.C	47	1.600	24.300	0.007
BPP_100_50_0.1_0.8_5.C	46	1.800	23.900	0.011
BPP_100_50_0.1_0.8_6.C	48	1.600	24.800	0.008
BPP_100_50_0.1_0.8_7.C	50	1.800	25.900	0.013
BPP_100_50_0.1_0.8_8.C	51	4.400	27.700	0.018
BPP_100_50_0.1_0.8_9.C	50	4.600	27.300	0.009
BPP_100_750_0.1_0.8_0.C	50	2.000	26.000	0.014
BPP_100_750_0.1_0.8_1.C	49	2.000	25.500	0.014
BPP_100_750_0.1_0.8_2.C	49	2.000	25.500	0.008
BPP_100_750_0.1_0.8_3.C	53	3.000	28.000	0.006
BPP_100_750_0.1_0.8_4.C	58	3.600	30.800	0.007
BPP_100_750_0.1_0.8_5.C	53	0.400	26.700	0.011
BPP_100_750_0.1_0.8_6.C	50	0.200	25.100	0.006
BPP_100_750_0.1_0.8_7.C	54	0.000	27.000	0.010
BPP_100_750_0.1_0.8_8.C	50	0.800	25.400	0.002
BPP_100_750_0.1_0.8_9.C	48	0.800	24.400	0.014
BPP_100_75_0.1_0.8_0.C	54	0.000	27.000	0.015
BPP_100_75_0.1_0.8_1.C	50	4.000	27.000	0.030
BPP_100_75_0.1_0.8_2.C	51	7.800	29.400	0.005
BPP_100_75_0.1_0.8_3.C	55	2.600	28.800	0.014
BPP_100_75_0.1_0.8_4.C	50	0.400	25.200	0.006
BPP_100_75_0.1_0.8_5.C	53	1.200	27.100	0.002
BPP_100_75_0.1_0.8_6.C	49	0.800	24.900	0.011
BPP_100_75_0.1_0.8_7.C	53	0.400	26.700	0.014
BPP_100_75_0.1_0.8_8.C	53	0.200	26.600	0.011
BPP_100_75_0.1_0.8_9.C	55	0.800	27.900	0.005
BPP_200_1000_0.1_0.8_0.C	105	1.600	53.300	0.031
BPP_200_1000_0.1_0.8_1.C	104	2.200	53.100	0.248
BPP_200_1000_0.1_0.8_2.C	106	2.600	54.300	0.118
BPP_200_1000_0.1_0.8_3.C	100	5.000	52.500	0.120
BPP_200_1000_0.1_0.8_4.C	102	5.600	53.800	0.030
BPP_200_1000_0.1_0.8_5.C	104	0.600	52.300	0.016
BPP_200_1000_0.1_0.8_6.C	98	1.000	49.500	0.146
BPP_200_1000_0.1_0.8_7.C	109	0.400	54.700	0.165
BPP_200_1000_0.1_0.8_8.C	100	2.400	51.200	0.041
BPP_200_1000_0.1_0.8_9.C	98	1.800	49.900	0.080
BPP_200_100_0.1_0.8_0.C	105	1.000	53.000	0.030
BPP_200_100_0.1_0.8_1.C	105	6.200	55.600	0.016
BPP_200_100_0.1_0.8_2.C	96	1.000	48.500	0.391
BPP_200_100_0.1_0.8_3.C	99	2.000	50.500	0.305
BPP_200_100_0.1_0.8_4.C	104	3.400	53.700	0.237
BPP_200_100_0.1_0.8_5.C	98	2.000	50.000	0.089
BPP_200_100_0.1_0.8_6.C	97	1.000	49.000	0.089
BPP_200_100_0.1_0.8_7.C	98	5.600	51.800	0.099
BPP_200_100_0.1_0.8_8.C	104	10.000	57.000	0.037
BPP_200_100_0.1_0.8_9.C	104	3.200	53.600	0.092
BPP_200_120_0.1_0.8_0.C	100	7.400	53.700	0.063
BPP_200_120_0.1_0.8_1.C	92	0.800	46.400	0.105
BPP_200_120_0.1_0.8_2.C	113	0.200	56.600	0.128
BPP_200_120_0.1_0.8_3.C	98	6.200	52.100	0.015
BPP_200_120_0.1_0.8_4.C	107	3.000	55.000	0.053
BPP_200_120_0.1_0.8_5.C	103	3.200	53.100	0.109
BPP_200_120_0.1_0.8_6.C	102	2.400	52.200	0.030
BPP_200_120_0.1_0.8_7.C	102	5.600	53.800	0.141
BPP_200_120_0.1_0.8_8.C	96	9.200	52.600	0.177
BPP_200_120_0.1_0.8_9.C	108	6.800	57.400	0.229
BPP_200_125_0.1_0.8_0.C	104	6.600	55.300	0.024
BPP_200_125_0.1_0.8_1.C	111	6.000	58.500	0.064
BPP_200_125_0.1_0.8_2.C	100	5.400	52.700	0.202
BPP_200_125_0.1_0.8_3.C	100	10.200	55.100	0.247
BPP_200_125_0.1_0.8_4.C	100	8.400	54.200	0.069
BPP_200_125_0.1_0.8_5.C	107	6.000	56.500	0.179
BPP_200_125_0.1_0.8_6.C	101	2.800	51.900	0.304
BPP_200_125_0.1_0.8_7.C	94	4.600	49.300	0.151
BPP_200_125_0.1_0.8_8.C	102	4.800	53.400	0.179
BPP_200_125_0.1_0.8_9.C	102	1.800	51.900	0.097
BPP_200_150_0.1_0.8_0.C	103	2.400	52.700	0.059
BPP_200_150_0.1_0.8_1.C	103	3.800	53.400	0.202
BPP_200_150_0.1_0.8_2.C	101	4.600	52.800	0.056
BPP_200_150_0.1_0.8_3.C	103	7.200	55.100	0.090
BPP_200_150_0.1_0.8_4.C	110	8.000	59.000	0.026
BPP_200_150_0.1_0.8_5.C	103	5.800	54.400	0.195
BPP_200_150_0.1_0.8_6.C	107	3.000	55.000	0.254
BPP_200_150_0.1_0.8_7.C	108	11.600	59.800	0.089
BPP_200_150_0.1_0.8_8.C	104	3.000	53.500	0.166
BPP_200_150_0.1_0.8_9.C	102	2.200	52.100	0.142
BPP_200_200_0.1_0.8_0.C	103	0.400	51.700	0.176
BPP_200_200_0.1_0.8_1.C	104	9.800	56.900	0.076
BPP_200_200_0.1_0.8_2.C	93	8.400	50.700	0.098
BPP_200_200_0.1_0.8_3.C	99	3.600	51.300	0.108
BPP_200_200_0.1_0.8_4.C	102	7.400	54.700	0.043
BPP_200_200_0.1_0.8_5.C	100	0.800	50.400	0.168
BPP_200_200_0.1_0.8_6.C	108	0.400	54.200	0.230
BPP_200_200_0.1_0.8_7.C	101	2.400	51.700	0.068
BPP_200_200_0.1_0.8_8.C	105	4.400	54.700	0.154
BPP_200_200_0.1_0.8_9.C	103	4.600	53.800	0.082
BPP_200_300_0.1_0.8_0.C	100	0.000	50.000	0.162
BPP_200_300_0.1_0.8_1.C	106	3.600	54.800	0.175
BPP_200_300_0.1_0.8_2.C	106	1.000	53.500	0.182
BPP_200_300_0.1_0.8_3.C	108	9.600	58.800	0.179
BPP_200_300_0.1_0.8_4.C	104	9.400	56.700	0.023
BPP_200_300_0.1_0.8_5.C	96	1.800	48.900	0.251
BPP_200_300_0.1_0.8_6.C	106	4.200	55.100	0.087
BPP_200_300_0.1_0.8_7.C	100	3.400	51.700	0.029
BPP_200_300_0.1_0.8_8.C	100	5.400	52.700	0.129
BPP_200_300_0.1_0.8_9.C	106	3.400	54.700	0.118
BPP_200_400_0.1_0.8_0.C	111	11.800	61.400	0.042
BPP_200_400_0.1_0.8_1.C	104	1.000	52.500	0.043
BPP_200_400_0.1_0.8_2.C	111	2.600	56.800	0.027
BPP_200_400_0.1_0.8_3.C	104	4.800	54.400	0.228
BPP_200_400_0.1_0.8_4.C	101	10.000	55.500	0.061
BPP_200_400_0.1_0.8_5.C	95	4.600	49.800	0.078
BPP_200_400_0.1_0.8_6.C	97	2.000	49.500	0.089
BPP_200_400_0.1_0.8_7.C	105	2.800	53.900	0.024
BPP_200_400_0.1_0.8_8.C	102	0.800	51.400	0.124
BPP_200_400_0.1_0.8_9.C	104	2.400	53.200	0.139
BPP_200_500_0.1_0.8_0.C	109	3.200	56.100	0.061
BPP_200_500_0.1_0.8_1.C	101	8.600	54.800	0.087
BPP_200_500_0.1_0.8_2.C	92	10.000	51.000	0.159
BPP_200_500_0.1_0.8_3.C	103	12.600	57.800	0.082
BPP_200_500_0.1_0.8_4.C	103	3.400	53.200	0.161
BPP_200_500_0.1_0.8_5.C	106	4.000	55.000	0.141
BPP_200_500_0.1_0.8_6.C	103	3.600	53.300	0.252
BPP_200_500_0.1_0.8_7.C	99	8.800	53.900	0.174
BPP_200_500_0.1_0.8_8.C	116	6.400	61.200	0.166
BPP_200_500_0.1_0.8_9.C	104	7.400	55.700	0.091
BPP_200_50_0.1_0.8_0.C	89	3.800	46.400	0.128
BPP_200_50_0.1_0.8_1.C	101	3.600	52.300	0.124
BPP_200_50_0.1_0.8_2.C	93	7.200	50.100	0.082
BPP_200_50_0.1_0.8_3.C	102	4.400	53.200	0.096
BPP_200_50_0.1_0.8_4.C	102	0.200	51.100	0.084
BPP_200_50_0.1_0.8_5.C	105	0.200	52.600	0.242
BPP_200_50_0.1_0.8_6.C	107	1.400	54.200	0.054
BPP_200_50_0.1_0.8_7.C	97	2.800	49.900	0.141
BPP_200_50_0.1_0.8_8.C	95	3.400	49.200	0.146
BPP_200_50_0.1_0.8_9.C	99	5.800	52.400	0.166
BPP_200_750_0.1_0.8_0.C	104	12.200	58.100	0.117
BPP_200_750_0.1_0.8_1.C	101	9.400	55.200	0.109
BPP_200_750_0.1_0.8_2.C	101	7.400	54.200	0.172
BPP_200_750_0.1_0.8_3.C	103	11.600	57.300	0.113
BPP_200_750_0.1_0.8_4.C	103	1.800	52.400	0.133
BPP_200_750_0.1_0.8_5.C	99	7.800	53.400	0.041
BPP_200_750_0.1_0.8_6.C	105	4.200	54.600	0.025
BPP_200_750_0.1_0.8_7.C	104	4.600	54.300	0.097
BPP_200_750_0.1_0.8_8.C	100	3.600	51.800	0.226
BPP_200_750_0.1_0.8_9.C	107	3.800	55.400	0.139
BPP_200_75_0.1_0.8_0.C	99	4.000	51.500	0.141
BPP_200_75_0.1_0.8_1.C	102	2.800	52.400	0.174
BPP_200_75_0.1_0.8_2.C	95	0.400	47.700	0.210
BPP_200_75_0.1_0.8_3.C	110	4.200	57.100	0.139
BPP_200_75_0.1_0.8_4.C	103	1.800	52.400	0.077
BPP_200_75_0.1_0.8_5.C	99	4.800	51.900	0.153
BPP_200_75_0.1_0.8_6.C	96	7.000	51.500	0.194
BPP_200_75_0.1_0.8_7.C	104	4.400	54.200	0.192
BPP_200_75_0.1_0.8_8.C	96	6.600	51.300	0.208
BPP_200_75_0.1_0.8_9.C	103	10.600	56.800	0.167
BPP_50_1000_0.1_0.8_0.C	24	9.600	16.800	0.001
BPP_50_1000_0.1_0.8_1.C	25	9.200	17.100	0.000
BPP_50_1000_0.1_0.8_2.C	23	8.400	15.700	0.001
BPP_50_1000_0.1_0.8_3.C	27	8.200	17.600	0.000
BPP_50_1000_0.1_0.8_4.C	26	3.000	14.500	0.001
BPP_50_1000_0.1_0.8_5.C	30	1.800	15.900	0.001
BPP_50_1000_0.1_0.8_6.C	25	3.800	14.400	0.001
BPP_50_1000_0.1_0.8_7.C	27	2.000	14.500	0.001
BPP_50_1000_0.1_0.8_8.C	21	2.400	11.700	0.001
BPP_50_1000_0.1_0.8_9.C	24	2.400	13.200	0.002
BPP_50_100_0.1_0.8_0.C	31	0.200	15.600	0.001
BPP_50_100_0.1_0.8_1.C	28	0.600	14.300	0.000
BPP_50_100_0.1_0.8_2.C	26	0.800	13.400	0.001
BPP_50_100_0.1_0.8_3.C	22	1.000	11.500	0.001
BPP_50_100_0.1_0.8_4.C	27	0.200	13.600	0.001
BPP_50_100_0.1_0.8_5.C	25	1.200	13.100	0.002
BPP_50_100_0.1_0.8_6.C	27	0.800	13.900	0.002
BPP_50_100_0.1_0.8_7.C	26	3.600	14.800	0.001
