***************************************** BIN PACKING SOLUTION *****************************************
Parameters: alpha_1=0.4 alpha_2=0.6 t=0.2 s=1
-------------------------------------------------------------------------------------------------------------------------------------------------
INSTANCE 	 # OF BINS 	 SCHEDULING OBJECTIVE 	 BEST OBJECTIVE 	 RUNNING TIME
BPP_new_20_200_4.C	10	4.000	6.400	0.000
BPP_new_20_200_5.C	11	4.200	6.920	0.000
BPP_new_20_200_6.C	8	3.400	5.240	0.000
BPP_new_20_200_7.C	12	3.400	6.840	0.000
BPP_new_20_200_8.C	11	2.600	5.960	0.000
BPP_new_20_200_9.C	10	2.000	5.200	0.000
BPP_new_20_300_1.C	8	2.800	4.880	0.000
BPP_new_20_300_10.C	11	2.800	6.080	0.000
BPP_new_20_300_2.C	11	2.200	5.720	0.000
BPP_new_20_300_3.C	14	5.800	9.080	0.000
BPP_new_20_300_4.C	10	1.400	4.840	0.000
BPP_new_20_300_5.C	9	3.000	5.400	0.000
BPP_new_20_300_6.C	10	3.000	5.800	0.000
BPP_new_20_300_7.C	12	2.800	6.480	0.000
BPP_new_20_300_8.C	9	2.000	4.800	0.000
BPP_new_20_300_9.C	10	2.600	5.560	0.000
BPP_new_20_400_1.C	11	3.400	6.440	0.000
BPP_new_20_400_10.C	11	2.400	5.840	0.000
BPP_new_20_400_2.C	12	3.000	6.600	0.000
BPP_new_20_400_3.C	9	1.800	4.680	0.000
BPP_new_20_400_4.C	9	2.800	5.280	0.000
BPP_new_20_400_5.C	11	3.800	6.680	0.000
BPP_new_20_400_6.C	10	3.800	6.280	0.000
BPP_new_20_400_7.C	9	1.000	4.200	0.000
BPP_new_20_400_8.C	12	4.800	7.680	0.000
BPP_new_20_400_9.C	10	4.600	6.760	0.000
BPP_new_20_500_1.C	9	1.000	4.200	0.000
BPP_new_20_500_10.C	8	1.800	4.280	0.000
BPP_new_20_500_2.C	10	2.000	5.200	0.000
BPP_new_20_500_3.C	11	5.000	7.400	0.000
BPP_new_20_500_4.C	12	2.600	6.360	0.000
BPP_new_20_500_5.C	9	1.000	4.200	0.000
BPP_new_20_500_6.C	11	2.000	5.600	0.000
BPP_new_20_500_7.C	13	2.800	6.880	0.000
BPP_new_20_500_8.C	13	3.000	7.000	0.000
BPP_new_20_500_9.C	11	2.400	5.840	0.000
BPP_new_20_50_1.C	13	2.800	6.880	0.000
BPP_new_20_50_10.C	13	3.000	7.000	0.000
BPP_new_20_50_2.C	10	2.200	5.320	0.000
BPP_new_20_50_3.C	9	3.600	5.760	0.000
BPP_new_20_50_4.C	15	4.400	8.640	0.000
BPP_new_20_50_5.C	9	2.000	4.800	0.000
BPP_new_20_50_6.C	10	3.600	6.160	0.000
BPP_new_20_50_7.C	12	3.800	7.080	0.000
BPP_new_20_50_8.C	12	1.000	5.400	0.000
BPP_new_20_50_9.C	9	3.200	5.520	0.000
BPP_new_20_750_1.C	10	2.800	5.680	0.000
BPP_new_20_750_10.C	12	6.000	8.400	0.000
BPP_new_20_750_2.C	9	1.800	4.680	0.000
BPP_new_20_750_3.C	10	1.000	4.600	0.000
BPP_new_20_750_4.C	10	2.000	5.200	0.000
BPP_new_20_750_5.C	12	4.600	7.560	0.000
BPP_new_20_750_6.C	11	1.000	5.000	0.000
BPP_new_20_750_7.C	12	2.200	6.120	0.000
BPP_new_20_750_8.C	10	1.200	4.720	0.000
BPP_new_20_750_9.C	11	3.800	6.680	0.000
BPP_new_20_75_1.C	12	2.000	6.000	0.000
BPP_new_20_75_10.C	9	5.800	7.080	0.000
BPP_new_20_75_2.C	12	3.000	6.600	0.000
BPP_new_20_75_3.C	11	3.600	6.560	0.000
BPP_new_20_75_4.C	11	4.000	6.800	0.000
BPP_new_20_75_5.C	11	6.200	8.120	0.000
BPP_new_20_75_6.C	7	2.800	4.480	0.000
BPP_new_20_75_7.C	9	2.000	4.800	0.000
BPP_new_20_75_8.C	8	3.000	5.000	0.000
BPP_new_20_75_9.C	12	5.200	7.920	0.000
HBPP_02015007_09180.C	10	1.000	4.600	0.000
HBPP_04000107_06970.C	18	4.200	9.720	0.000
HBPP_04005007_06120.C	17	3.400	8.840	0.000
HBPP_04005009_03610.C	22	4.600	11.560	0.000
HBPP_06000106_07820.C	22	3.800	11.080	0.001
HBPP_06000110_01950.C	29	4.200	14.120	0.001
HBPP_06005007_00330.C	25	3.600	12.160	0.001
HBPP_06005007_03820.C	23	2.600	10.760	0.000
HBPP_06005008_07550.C	25	4.000	12.400	0.002
HBPP_06015006_00670.C	28	4.000	13.600	0.001
HBPP_06015009_04030.C	32	5.800	16.280	0.001
HBPP_06015010_07710.C	36	4.000	16.800	0.001
HBPP_06025005_06390.C	26	6.400	14.240	0.001
HBPP_08000107_06240.C	30	6.800	16.080	0.011
HBPP_08005006_08620.C	29	6.400	15.440	0.002
HBPP_08005007_03940.C	32	6.200	16.520	0.002
HBPP_10000107_05080.C	40	7.200	20.320	0.002
HBPP_10000107_07330.C	38	4.800	18.080	0.002
HBPP_10000108_02570.C	44	7.800	22.280	0.003
HBPP_10015007_04640.C	49	6.600	23.560	0.003
HBPP_12000107_08940.C	49	7.600	24.160	0.003
HBPP_12000108_00350.C	48	4.200	21.720	0.005
HBPP_12000109_09170.C	62	6.200	28.520	0.004
HBPP_12000110_06550.C	67	8.800	32.080	0.005
HBPP_12005007_01380.C	58	8.000	28.000	0.007
HBPP_12005007_01800.C	48	6.800	23.280	0.003
HBPP_12005007_03240.C	47	5.200	21.920	0.016
HBPP_12005008_04500.C	61	9.200	29.920	0.004
HBPP_12015007_01650.C	58	7.800	27.880	0.004
HBPP_12015009_07400.C	66	10.000	32.400	0.004
HBPP_14005010_04470.C	86	13.600	42.560	0.008
HBPP_14015007_01210.C	69	8.800	32.880	0.014
HBPP_14015008_03730.C	71	8.800	33.680	0.012
HBPP_16000107_00140.C	68	16.800	37.280	0.067
HBPP_16000108_01490.C	74	14.400	38.240	0.026
HBPP_16000110_02790.C	91	18.200	47.320	0.017
HBPP_16005009_00010.C	85	16.200	43.720	0.018
HBPP_16005009_01610.C	87	13.800	43.080	0.041
HBPP_16015007_02060.C	81	12.400	39.840	0.015
HBPP_16015009_09810.C	92	15.400	46.040	0.026
HBPP_18000108_03590.C	86	11.200	41.120	0.016
HBPP_18000108_07160.C	84	11.800	40.680	0.015
HBPP_18000110_04390.C	94	9.800	43.480	0.048
HBPP_18015008_08210.C	97	19.200	50.320	0.030
HBPP_18015010_06050.C	114	13.400	53.640	0.059
HBPP_20000107_01190.C	84	8.000	38.400	0.018
HBPP_20000108_00250.C	85	15.800	43.480	0.020
HBPP_20000108_01750.C	96	17.000	48.600	0.015
HBPP_20005008_01240.C	94	13.600	45.760	0.097
HBPP_20005009_02000.C	105	15.200	51.120	0.035
HBPP_20005010_09530.C	112	12.200	52.120	0.018
HBPP_20015007_06370.C	91	11.400	43.240	0.013
HBPP_20015009_02720.C	121	20.600	60.760	0.050
BPP_100_1000_0.1_0.8_0.C	51	1.200	21.120	0.010
BPP_100_1000_0.1_0.8_1.C	50	1.800	21.080	0.006
BPP_100_1000_0.1_0.8_2.C	48	3.200	21.120	0.013
BPP_100_1000_0.1_0.8_3.C	48	1.600	20.160	0.008
BPP_100_1000_0.1_0.8_4.C	49	1.200	20.320	0.011
BPP_100_1000_0.1_0.8_5.C	50	7.400	24.440	0.003
BPP_100_1000_0.1_0.8_6.C	49	3.200	21.520	0.010
BPP_100_1000_0.1_0.8_7.C	50	2.800	21.680	0.015
BPP_100_1000_0.1_0.8_8.C	57	2.600	24.360	0.006
BPP_100_1000_0.1_0.8_9.C	47	2.600	20.360	0.019
BPP_100_100_0.1_0.8_0.C	51	4.200	22.920	0.010
BPP_100_100_0.1_0.8_1.C	51	2.800	22.080	0.022
BPP_100_100_0.1_0.8_2.C	45	2.600	19.560	0.016
BPP_100_100_0.1_0.8_3.C	53	4.600	23.960	0.017
BPP_100_100_0.1_0.8_4.C	60	1.200	24.720	0.005
BPP_100_100_0.1_0.8_5.C	54	1.800	22.680	0.021
BPP_100_100_0.1_0.8_6.C	49	1.200	20.320	0.018
BPP_100_100_0.1_0.8_7.C	53	0.800	21.680	0.008
BPP_100_100_0.1_0.8_8.C	48	1.200	19.920	0.012
BPP_100_100_0.1_0.8_9.C	51	1.000	21.000	0.015
BPP_100_120_0.1_0.8_0.C	48	6.200	22.920	0.010
BPP_100_120_0.1_0.8_1.C	50	7.000	24.200	0.003
BPP_100_120_0.1_0.8_2.C	50	1.800	21.080	0.005
BPP_100_120_0.1_0.8_3.C	56	0.600	22.760	0.004
BPP_100_120_0.1_0.8_4.C	53	1.000	21.800	0.009
BPP_100_120_0.1_0.8_5.C	48	5.800	22.680	0.007
BPP_100_120_0.1_0.8_6.C	49	5.800	23.080	0.005
BPP_100_120_0.1_0.8_7.C	58	2.600	24.760	0.004
BPP_100_120_0.1_0.8_8.C	47	3.400	20.840	0.005
BPP_100_120_0.1_0.8_9.C	49	1.600	20.560	0.011
BPP_100_125_0.1_0.8_0.C	53	9.400	26.840	0.009
BPP_100_125_0.1_0.8_1.C	51	11.000	27.000	0.002
BPP_100_125_0.1_0.8_2.C	52	1.400	21.640	0.010
BPP_100_125_0.1_0.8_3.C	49	0.600	19.960	0.021
BPP_100_125_0.1_0.8_4.C	53	4.200	23.720	0.005
BPP_100_125_0.1_0.8_5.C	49	4.400	22.240	0.002
BPP_100_125_0.1_0.8_6.C	55	3.600	24.160	0.006
BPP_100_125_0.1_0.8_7.C	56	6.600	26.360	0.009
BPP_100_125_0.1_0.8_8.C	47	3.400	20.840	0.007
BPP_100_125_0.1_0.8_9.C	50	2.400	21.440	0.008
BPP_100_150_0.1_0.8_0.C	60	3.000	25.800	0.018
BPP_100_150_0.1_0.8_1.C	52	3.800	23.080	0.012
BPP_100_150_0.1_0.8_2.C	47	5.400	22.040	0.009
BPP_100_150_0.1_0.8_3.C	47	2.800	20.480	0.008
BPP_100_150_0.1_0.8_4.C	55	2.400	23.440	0.023
BPP_100_150_0.1_0.8_5.C	51	3.200	22.320	0.011
BPP_100_150_0.1_0.8_6.C	50	1.400	20.840	0.011
BPP_100_150_0.1_0.8_7.C	51	1.200	21.120	0.018
BPP_100_150_0.1_0.8_8.C	52	2.000	22.000	0.012
BPP_100_150_0.1_0.8_9.C	50	3.200	21.920	0.005
BPP_100_200_0.1_0.8_0.C	51	4.800	23.280	0.012
BPP_100_200_0.1_0.8_1.C	54	6.600	25.560	0.004
BPP_100_200_0.1_0.8_2.C	51	2.800	22.080	0.010
BPP_100_200_0.1_0.8_3.C	50	2.800	21.680	0.020
BPP_100_200_0.1_0.8_4.C	53	3.000	23.000	0.017
BPP_100_200_0.1_0.8_5.C	56	6.000	26.000	0.018
BPP_100_200_0.1_0.8_6.C	56	4.600	25.160	0.012
BPP_100_200_0.1_0.8_7.C	50	5.000	23.000	0.009
BPP_100_200_0.1_0.8_8.C	56	2.800	24.080	0.029
BPP_100_200_0.1_0.8_9.C	61	4.400	27.040	0.004
BPP_100_300_0.1_0.8_0.C	50	3.000	21.800	0.024
BPP_100_300_0.1_0.8_1.C	48	4.800	22.080	0.002
BPP_100_300_0.1_0.8_2.C	52	7.800	25.480	0.003
BPP_100_300_0.1_0.8_3.C	52	8.000	25.600	0.020
BPP_100_300_0.1_0.8_4.C	48	4.400	21.840	0.003
BPP_100_300_0.1_0.8_5.C	56	3.000	24.200	0.004
BPP_100_300_0.1_0.8_6.C	47	1.800	19.880	0.020
BPP_100_300_0.1_0.8_7.C	54	5.400	24.840	0.004
BPP_100_300_0.1_0.8_8.C	51	1.600	21.360	0.008
BPP_100_300_0.1_0.8_9.C	52	0.600	21.160	0.021
BPP_100_400_0.1_0.8_0.C	49	3.200	21.520	0.014
BPP_100_400_0.1_0.8_1.C	49	3.200	21.520	0.011
BPP_100_400_0.1_0.8_2.C	52	2.800	22.480	0.005
BPP_100_400_0.1_0.8_3.C	52	2.600	22.360	0.019
BPP_100_400_0.1_0.8_4.C	51	3.000	22.200	0.008
BPP_100_400_0.1_0.8_5.C	50	1.400	20.840	0.027
BPP_100_400_0.1_0.8_6.C	54	0.600	21.960	0.029
BPP_100_400_0.1_0.8_7.C	51	1.600	21.360	0.015
BPP_100_400_0.1_0.8_8.C	53	5.800	24.680	0.008
BPP_100_400_0.1_0.8_9.C	53	3.400	23.240	0.011
BPP_100_500_0.1_0.8_0.C	47	5.400	22.040	0.009
BPP_100_500_0.1_0.8_1.C	53	3.400	23.240	0.005
BPP_100_500_0.1_0.8_2.C	51	1.800	21.480	0.009
BPP_100_500_0.1_0.8_3.C	52	12.600	28.360	0.019
BPP_100_500_0.1_0.8_4.C	52	7.800	25.480	0.010
BPP_100_500_0.1_0.8_5.C	57	1.600	23.760	0.016
BPP_100_500_0.1_0.8_6.C	55	3.800	24.280	0.003
BPP_100_500_0.1_0.8_7.C	54	3.400	23.640	0.011
BPP_100_500_0.1_0.8_8.C	51	4.000	22.800	0.015
BPP_100_500_0.1_0.8_9.C	50	4.000	22.400	0.008
BPP_100_50_0.1_0.8_0.C	48	2.200	20.520	0.006
BPP_100_50_0.1_0.8_1.C	47	6.000	22.400	0.007
BPP_100_50_0.1_0.8_2.C	54	5.000	24.600	0.013
BPP_100_50_0.1_0.8_3.C	51	5.400	23.640	0.007
BPP_100_50_0.1_0.8_4.C	47	1.600	19.760	0.007
BPP_100_50_0.1_0.8_5.C	47	1.600	19.760	0.014
BPP_100_50_0.1_0.8_6.C	48	1.600	20.160	0.008
BPP_100_50_0.1_0.8_7.C	50	1.800	21.080	0.013
BPP_100_50_0.1_0.8_8.C	51	4.400	23.040	0.018
BPP_100_50_0.1_0.8_9.C	50	4.600	22.760	0.009
BPP_100_750_0.1_0.8_0.C	50	2.000	21.200	0.014
BPP_100_750_0.1_0.8_1.C	49	2.000	20.800	0.014
BPP_100_750_0.1_0.8_2.C	49	2.000	20.800	0.008
BPP_100_750_0.1_0.8_3.C	53	3.000	23.000	0.006
BPP_100_750_0.1_0.8_4.C	58	3.600	25.360	0.006
BPP_100_750_0.1_0.8_5.C	53	0.400	21.440	0.011
BPP_100_750_0.1_0.8_6.C	50	0.200	20.120	0.006
BPP_100_750_0.1_0.8_7.C	54	0.000	21.600	0.010
BPP_100_750_0.1_0.8_8.C	50	0.800	20.480	0.002
BPP_100_750_0.1_0.8_9.C	48	0.800	19.680	0.014
BPP_100_75_0.1_0.8_0.C	54	0.000	21.600	0.015
BPP_100_75_0.1_0.8_1.C	50	4.200	22.520	0.020
BPP_100_75_0.1_0.8_2.C	51	7.800	25.080	0.006
BPP_100_75_0.1_0.8_3.C	55	2.400	23.440	0.020
BPP_100_75_0.1_0.8_4.C	50	0.600	20.360	0.003
BPP_100_75_0.1_0.8_5.C	53	1.200	21.920	0.003
BPP_100_75_0.1_0.8_6.C	49	0.800	20.080	0.011
BPP_100_75_0.1_0.8_7.C	53	0.400	21.440	0.014
BPP_100_75_0.1_0.8_8.C	53	0.200	21.320	0.012
BPP_100_75_0.1_0.8_9.C	54	0.200	21.720	0.023
BPP_200_1000_0.1_0.8_0.C	105	1.600	42.960	0.031
BPP_200_1000_0.1_0.8_1.C	104	2.400	43.040	0.218
BPP_200_1000_0.1_0.8_2.C	106	2.600	43.960	0.118
BPP_200_1000_0.1_0.8_3.C	100	5.000	43.000	0.134
BPP_200_1000_0.1_0.8_4.C	102	5.600	44.160	0.030
BPP_200_1000_0.1_0.8_5.C	104	0.600	41.960	0.016
BPP_200_1000_0.1_0.8_6.C	98	1.000	39.800	0.136
BPP_200_1000_0.1_0.8_7.C	109	0.400	43.840	0.149
BPP_200_1000_0.1_0.8_8.C	101	1.800	41.480	0.056
BPP_200_1000_0.1_0.8_9.C	98	1.800	40.280	0.080
BPP_200_100_0.1_0.8_0.C	105	1.000	42.600	0.031
BPP_200_100_0.1_0.8_1.C	105	6.400	45.840	0.120
BPP_200_100_0.1_0.8_2.C	96	1.000	39.000	0.453
BPP_200_100_0.1_0.8_3.C	99	2.000	40.800	0.316
BPP_200_100_0.1_0.8_4.C	104	3.400	43.640	0.238
BPP_200_100_0.1_0.8_5.C	98	2.000	40.400	0.087
BPP_200_100_0.1_0.8_6.C	97	1.000	39.400	0.090
BPP_200_100_0.1_0.8_7.C	98	5.600	42.560	0.097
BPP_200_100_0.1_0.8_8.C	104	10.000	47.600	0.037
BPP_200_100_0.1_0.8_9.C	104	3.200	43.520	0.090
BPP_200_120_0.1_0.8_0.C	100	7.400	44.440	0.061
BPP_200_120_0.1_0.8_1.C	92	0.800	37.280	0.104
BPP_200_120_0.1_0.8_2.C	113	0.200	45.320	0.130
BPP_200_120_0.1_0.8_3.C	98	6.200	42.920	0.015
BPP_200_120_0.1_0.8_4.C	107	3.000	44.600	0.054
BPP_200_120_0.1_0.8_5.C	103	3.200	43.120	0.111
BPP_200_120_0.1_0.8_6.C	102	2.400	42.240	0.031
BPP_200_120_0.1_0.8_7.C	102	5.600	44.160	0.134
BPP_200_120_0.1_0.8_8.C	96	9.200	43.920	0.184
BPP_200_120_0.1_0.8_9.C	108	6.800	47.280	0.200
BPP_200_125_0.1_0.8_0.C	104	6.600	45.560	0.024
BPP_200_125_0.1_0.8_1.C	111	6.000	48.000	0.064
BPP_200_125_0.1_0.8_2.C	100	5.400	43.240	0.198
BPP_200_125_0.1_0.8_3.C	100	10.200	46.120	0.252
BPP_200_125_0.1_0.8_4.C	100	8.400	45.040	0.070
BPP_200_125_0.1_0.8_5.C	107	6.000	46.400	0.180
BPP_200_125_0.1_0.8_6.C	101	2.800	42.080	0.377
BPP_200_125_0.1_0.8_7.C	94	4.600	40.360	0.156
BPP_200_125_0.1_0.8_8.C	102	4.800	43.680	0.181
BPP_200_125_0.1_0.8_9.C	102	1.800	41.880	0.097
BPP_200_150_0.1_0.8_0.C	103	2.400	42.640	0.058
BPP_200_150_0.1_0.8_1.C	103	3.800	43.480	0.169
BPP_200_150_0.1_0.8_2.C	100	5.000	43.000	0.053
BPP_200_150_0.1_0.8_3.C	103	7.200	45.520	0.090
BPP_200_150_0.1_0.8_4.C	110	8.000	48.800	0.033
BPP_200_150_0.1_0.8_5.C	103	6.000	44.800	0.176
BPP_200_150_0.1_0.8_6.C	107	3.000	44.600	0.252
BPP_200_150_0.1_0.8_7.C	108	11.600	50.160	0.089
BPP_200_150_0.1_0.8_8.C	104	3.000	43.400	0.168
BPP_200_150_0.1_0.8_9.C	102	2.200	42.120	0.142
BPP_200_200_0.1_0.8_0.C	103	0.400	41.440	0.173
BPP_200_200_0.1_0.8_1.C	104	9.800	47.480	0.076
BPP_200_200_0.1_0.8_2.C	95	8.400	43.040	0.021
BPP_200_200_0.1_0.8_3.C	99	3.600	41.760	0.123
BPP_200_200_0.1_0.8_4.C	102	7.400	45.240	0.044
BPP_200_200_0.1_0.8_5.C	100	0.600	40.360	0.244
BPP_200_200_0.1_0.8_6.C	106	1.600	43.360	0.046
BPP_200_200_0.1_0.8_7.C	101	2.400	41.840	0.068
BPP_200_200_0.1_0.8_8.C	105	4.400	44.640	0.164
BPP_200_200_0.1_0.8_9.C	103	4.600	43.960	0.083
BPP_200_300_0.1_0.8_0.C	100	-0.000	40.000	0.154
BPP_200_300_0.1_0.8_1.C	106	3.600	44.560	0.173
BPP_200_300_0.1_0.8_2.C	104	0.600	41.960	0.183
BPP_200_300_0.1_0.8_3.C	108	9.600	48.960	0.177
BPP_200_300_0.1_0.8_4.C	104	9.400	47.240	0.023
BPP_200_300_0.1_0.8_5.C	96	1.800	39.480	0.237
BPP_200_300_0.1_0.8_6.C	106	4.200	44.920	0.089
BPP_200_300_0.1_0.8_7.C	100	3.400	42.040	0.028
BPP_200_300_0.1_0.8_8.C	100	5.400	43.240	0.133
BPP_200_300_0.1_0.8_9.C	106	3.400	44.440	0.119
BPP_200_400_0.1_0.8_0.C	111	11.800	51.480	0.041
BPP_200_400_0.1_0.8_1.C	104	0.800	42.080	0.065
BPP_200_400_0.1_0.8_2.C	111	2.600	45.960	0.028
BPP_200_400_0.1_0.8_3.C	104	4.800	44.480	0.226
BPP_200_400_0.1_0.8_4.C	101	10.000	46.400	0.061
BPP_200_400_0.1_0.8_5.C	95	4.600	40.760	0.090
BPP_200_400_0.1_0.8_6.C	97	2.000	40.000	0.090
BPP_200_400_0.1_0.8_7.C	105	2.800	43.680	0.023
BPP_200_400_0.1_0.8_8.C	102	0.800	41.280	0.124
BPP_200_400_0.1_0.8_9.C	104	2.400	43.040	0.133
BPP_200_500_0.1_0.8_0.C	109	3.200	45.520	0.062
BPP_200_500_0.1_0.8_1.C	101	8.200	45.320	0.179
BPP_200_500_0.1_0.8_2.C	92	10.000	42.800	0.156
BPP_200_500_0.1_0.8_3.C	103	12.800	48.880	0.154
BPP_200_500_0.1_0.8_4.C	103	3.400	43.240	0.160
BPP_200_500_0.1_0.8_5.C	106	4.000	44.800	0.140
BPP_200_500_0.1_0.8_6.C	103	3.600	43.360	0.244
BPP_200_500_0.1_0.8_7.C	99	8.800	44.880	0.170
BPP_200_500_0.1_0.8_8.C	116	6.400	50.240	0.165
BPP_200_500_0.1_0.8_9.C	104	7.400	46.040	0.091
BPP_200_50_0.1_0.8_0.C	89	3.800	37.880	0.143
BPP_200_50_0.1_0.8_1.C	101	3.600	42.560	0.127
BPP_200_50_0.1_0.8_2.C	93	7.200	41.520	0.080
BPP_200_50_0.1_0.8_3.C	102	4.400	43.440	0.097
BPP_200_50_0.1_0.8_4.C	102	0.200	40.920	0.085
BPP_200_50_0.1_0.8_5.C	105	0.600	42.360	0.110
BPP_200_50_0.1_0.8_6.C	107	1.400	43.640	0.055
BPP_200_50_0.1_0.8_7.C	97	2.800	40.480	0.145
BPP_200_50_0.1_0.8_8.C	95	3.400	40.040	0.146
BPP_200_50_0.1_0.8_9.C	99	5.800	43.080	0.174
BPP_200_750_0.1_0.8_0.C	104	12.200	48.920	0.118
BPP_200_750_0.1_0.8_1.C	101	9.400	46.040	0.108
BPP_200_750_0.1_0.8_2.C	101	7.400	44.840	0.173
BPP_200_750_0.1_0.8_3.C	103	11.600	48.160	0.112
BPP_200_750_0.1_0.8_4.C	103	1.800	42.280	0.133
BPP_200_750_0.1_0.8_5.C	98	6.800	43.280	0.041
BPP_200_750_0.1_0.8_6.C	105	4.200	44.520	0.024
BPP_200_750_0.1_0.8_7.C	104	4.600	44.360	0.098
BPP_200_750_0.1_0.8_8.C	100	3.600	42.160	0.224
BPP_200_750_0.1_0.8_9.C	107	3.800	45.080	0.144
BPP_200_75_0.1_0.8_0.C	99	4.000	42.000	0.144
BPP_200_75_0.1_0.8_1.C	102	2.600	42.360	0.250
BPP_200_75_0.1_0.8_2.C	95	0.200	38.120	0.249
BPP_200_75_0.1_0.8_3.C	110	4.200	46.520	0.169
BPP_200_75_0.1_0.8_4.C	104	1.600	42.560	0.129
BPP_200_75_0.1_0.8_5.C	99	4.800	42.480	0.149
BPP_200_75_0.1_0.8_6.C	96	7.000	42.600	0.197
BPP_200_75_0.1_0.8_7.C	104	4.400	44.240	0.218
BPP_200_75_0.1_0.8_8.C	96	6.800	42.480	0.184
BPP_200_75_0.1_0.8_9.C	103	10.600	47.560	0.169
BPP_50_1000_0.1_0.8_0.C	24	9.600	15.360	0.001
BPP_50_1000_0.1_0.8_1.C	25	9.000	15.400	0.001
BPP_50_1000_0.1_0.8_2.C	23	8.400	14.240	0.001
BPP_50_1000_0.1_0.8_3.C	27	8.200	15.720	0.000
BPP_50_1000_0.1_0.8_4.C	26	3.000	12.200	0.001
BPP_50_1000_0.1_0.8_5.C	31	2.800	14.080	0.001
BPP_50_1000_0.1_0.8_6.C	25	3.800	12.280	0.002
BPP_50_1000_0.1_0.8_7.C	27	2.000	12.000	0.001
BPP_50_1000_0.1_0.8_8.C	21	2.400	9.840	0.001
BPP_50_1000_0.1_0.8_9.C	24	2.400	11.040	0.002
BPP_50_100_0.1_0.8_0.C	31	0.200	12.520	0.001
BPP_50_100_0.1_0.8_1.C	28	0.600	11.560	0.000
BPP_50_100_0.1_0.8_2.C	26	0.800	10.880	0.001
BPP_50_100_0.1_0.8_3.C	22	1.000	9.400	0.001
BPP_50_100_0.1_0.8_4.C	27	0.200	10.920	0.001
BPP_50_100_0.1_0.8_5.C	25	1.200	10.720	0.002
BPP_50_100_0.1_0.8_6.C	27	0.800	11.280	0.002
BPP_50_100_0.1_0.8_7.C	26	3.600	12.560	0.001
